"tweet_text","tweet_sentiment"
"RT @AJC4others: #GOPDebate  practiced answers R not impressive when u look at what they practice. Ignore what they say it's what they've DOÛ_","negative"
"I'm... is she saying she is regretting having the baby? That's kind of how this reads. #GOPDebate #tcot #prolife  https://t.co/cjy6PQrlS9","negative"
"RT @ScottWalker: Russia &amp; China know more about @HillaryClintonÛªs email server than Congress #GOPdebate #Walker16     http://t.co/Sd0cpKGhw1","neutral"
"RT @elanazak: Here's why Fox News wasn't streaming #GOPDebate last night: http://t.co/7soOwGIuno http://t.co/wX5gO1thNu","negative"
"the #GOPDebate : for whatever Ailes you..","negative"
"RT @dccommonsense: ""Our leaders are stupid! Our politicians are stupid! Well, it's a popular message. Even I liked it. #GOPDebate","negative"
"Check out http://t.co/k1hbpWGv6w for a fresh political perspective! #blog #blogger #finchley1959 We update constantly! #GOPDebate","neutral"
"The first GOP deuschbait day ends with no winners... anywhere. #GOPDebate","negative"
"#TheWorstPartOfDepressionIs not even the #GOPDebate results or watching the #GOPClownCar crash will make me smile...","negative"
"RT @somethingwithin: And to think this is the party of Abraham Lincoln. Slavery would be alive and well if left to these folks. #GOP2015 #GÛ_","negative"
"#FOXNEWS focus groups are just as biased as the 3 Stooges who moderated the #GOPDebate. #FOXNEWS will lose viewers. #CNN #MSNBC #CBS #ABC","negative"
"The #GOPDebate PROVED why @RealBenCarson is here for good.... @rfrasher90 #Neurosurgery #Deserving #POTUS #Genius http://t.co/2fF3OmzjSM","positive"
"Ted Cruz won that debate ""Imo"" 
#GOPDebate ""early numbers suggest record audience"" yea! people are watching","positive"
"RT @ryanbeckwith: TRANSCRIPT: Here is the full and final text of the #GOPDebate http://t.co/Wp0C9V3utf http://t.co/WFyL0lwpoL","neutral"
"Basically #GOPDebate http://t.co/znxkpFq6y7","negative"
"RT @Tea_Party_Chris: Debate fireworks! Fox News vs. Donald Trump http://t.co/Cc4UxDyuRO
#TrumpForPresident 
#Trump2016 
#GOPDebate 
#RedNatÛ_","neutral"
"Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW #GOPDebate","negative"
"Even the media doesn't get it,  No one won last night's #GOPDebate.  ALL the men further alienated their base.  Carly was the only star.","positive"
"@ESQPolitics ""Zygote Americans"" - the winingest takeaway of the winner of the #GOPDebate Thank you, Sir.","negative"
"#GOPDebate: Did Cruz Trump Trump?
https://t.co/zMrfI7BoUc via @CR","negative"
"FOX made an all out effort to take #DonaldTrump out. I hope his poll numbers catapult!! #GOPDebate","negative"
"RT @AmberJPhillips: ÛÏAnd people rose up!Û #KKKorGOP #GOPDebate http://t.co/V0qxraXbq0","negative"
"RT @feministabulous: Ted Cruz thinks your birth control is an ÛÏabortion-inducing drugÛ  http://t.co/8O8FbzAfka #GOPDebate","negative"
"@realDonaldTrump should purchase @FoxNews and relieve @megynkelly of her duties! #GOPDebate #tcot #Trump2016  https://t.co/TTp2x2gRRC","negative"
"RT @LuthorCEO: #GOPDebate Winner: Me, because I didn't make an ass of myself by showing up to questioned by dumbasses. #LUTHOR2016","negative"
"Highlight video from #Iowa debate parties last night.  Part 1. Full vid here. https://t.co/ZAQ07p8qY6 #GOPDebate http://t.co/wV0ivyqUdh","neutral"
"RT @andreafed: God's on deck. #GOPDebate","neutral"
"RT @speechboy71: Also losers and dummies RT @PeterBeinart: .@realDonaldTrump: only abort non-superstars #GOPDebate","negative"
"I like what Marco Rubio had to say at the beginning actually. #GOPdebate","positive"
"RT @JesseCox: Even God is rolling his eyes at these responses. We get it, you are super into Jesus. Just not what he does or says... #GOPDeÛ_","negative"
"RT @jjauthor: ÛÏ@thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/VbfNUAiAqo http://t.co/umgxs9lXnLÛ The Three Stooges!","neutral"
"I am hearing about the Fair tax again. #GOPDebate","neutral"
"Where do I find a YouTube compilation of all the ridiculous things said last night? #GOPDebate","negative"
"@GovMikeHuckabee Was fantastic in the debate.  On to the White House!  #imwithhuck #GOPDebate #th16 https://t.co/MyElASNpnb","positive"
"Just caught highlights of the #GOPDebate and it's super depressing because only 1 of them can be president in 2016 :/","negative"
"RT @somethingwithin: ""Thou shall not take the name of the Lord in vain."" In other words, leave Me out of this debate. I'm cruising in FerguÛ_","negative"
"@megynkelly I WAS a big fan, watched your show nightly , until your LIB  attack on @realDonaldTrump #GOPDebate #NoKellyFiles #Trump2016","negative"
"Who won? Are more people talking about this picture w/ @HillaryClinton or the #GOPDebate #Kardashian #Politics #Kanye http://t.co/z6B8vwv9VC","neutral"
"RT @frankthorpNBC: So this Vine of @RandPaul's eye roll to Chris Christie at the #GOPDebate last night has 4 MILLION loops: https://t.co/hfÛ_","negative"
"RT @SouthernHomo: The candidates to each other once the #GOPDebate is over https://t.co/hb86fXzb2A","negative"
"This image best sums up my thoughts regarding last night's #GOPDebate http://t.co/ko0eOisFJw","negative"
"@PamelaGeller @AnnCoulter I think you on accidentally uploaded a pic of Hillary instead of @realDonaldTrump. #GOPdebate","negative"
"""@AlyssaLardi: I can't remember any of their names esp since they're 90% white men with orange foundation #GOPDebate"" dying","negative"
"RT @AlexSamuelsx5: So, there's 45 minutes left in the debate and I haven't heard anything about police brutality, mass incarceration, or raÛ_","negative"
"RT @BiasedGirl: He admitted to paying Hillary to attend his wedding. Jesus. Fangirl much? I'd have gone with The Rock. That's just me. #DumÛ_","negative"
"Here's who really won the #GOPDebate: https://t.co/3SRDYFEH7J","neutral"
"RT @WayneDupreeShow: I knew Chris Wallace was going to be a hack because he played his hand a couple days before the #GOPDebate","neutral"
"RT @AmberJPhillips: ÛÏIf you think itÛªs bad now, you should have seen it when I got there.Û #KKKorGOP #GOPDebate http://t.co/xURvNY2Ufe","negative"
"RT @P0TUS: .@realDonaldTrump &lt;--- ""Pay no attention to those pesky facts behind the curtain""

#GOPDebate http://t.co/hxCUBSvTGL","negative"
"RT @TrumpIssues: Feminists can complain about the temperature in a room being a form of patriarchy, but Trump can't call one of them a slobÛ_","positive"
"RT @michellemalkin: #gopdebate fact check via Julia Hahn==&gt; Marco Rubio: Still a fraud on border security/national security ==&gt; http://t.coÛ_","negative"
"Not everyone is a fucking LGBT student struggling to pay bills Debs. 
#GOPDebate  https://t.co/qIrhkT79h2","negative"
"RT @thehill: #GOPdebate winners and losers: http://t.co/s7s6XDovF7 http://t.co/MXbq7LBLgZ","neutral"
"Trump Wouldn't take a pledge NOT to run 3rd Party- He couldn't  to answer when he became Conservative CUZ HES NOT #TCOT #ccot #GOPDebate","negative"
"RT @Rob_guillory: My favorite part of the #GOPDebate was when Sting repelled from the ceiling and delivered a crushing Scorpion Death Drop Û_","negative"
"RT @pattonoswalt: Goddamit, Donald. Your soul is on fumes and your heart orbits a dying sun. but you're making this thing interesting. FuckÛ_","negative"
"RT @prettyplusmore: Looks good #megynKelly, very natural!!! 

#GOPDebate http://t.co/WvZUw29m7d","negative"
"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15","positive"
"The zone has warned folks about Fox News commentators like #MegynKelly for months...http://t.co/IZ6Z3APgBH in relation to #GOPDebate &amp; Trump","negative"
"RT @KelliSerio: . @megynkelly 'What are we going to do for our #veterans #GOPDebate #GOPdebtate","neutral"
"RT @evanmcmurry According to @gov, the most-retweeted candidate tweet of  #GOPDebate didn't come from a Republican: https://t.co/zoBxeX5Kza","neutral"
"Donald Trump just gave a master class on how to get away with #sexism http://t.co/lIwTJlzZfd via @voxdotcom #GOPDebate #GOPClownShow","negative"
"@JuddLegum @modernjam he also suddenly became a resident of NY even he is from Jersey... #GOPDebate","negative"
"@MikeHuckabeeGOP I think my dad, a career naval officer (&amp; progressive) would disagree that the mil. exists to ""break things' #GOPDebate","negative"
".@FoxNews #GOPDebate I'd like to see FOX host a #Democrat debate so these cands. aren't getting all soft-ball questions.","negative"
"OhÛ_ I understand now. The movie ÛÏIdiocracyÛ is actually a documentary.  #GOPDebate","negative"
"RT @linnyitssn: Kasich said yesterday that he wants to love and respect everybody which pretty much means his career in the GOP is over. #GÛ_","negative"
"RT @danpfeiffer: Here's my late night not so hot take on the #GOPdebate. Short version, it's all abt Trump; Rubio good, Bush bad  http://t.Û_","neutral"
"Trump is overrated and angry. @megynkelly was surprisingly good. #FuckTrump #GOPDebate  https://t.co/ghFpF8MOvF","negative"
"RT @DesignerDeb3: @FoxNews Guess The Bush FIX WAS IN #GOPDebate Û_ü He Gets The Most QuestionsÛ_ü http://t.co/7Eyg5Ib8uKÛ","negative"
"Trump: Û÷I WouldÛª Shut Down the GovÛªt to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate","positive"
"RT @edwrather: Last night at the debate we had an opportunity to hear the moderators debate Trump...the moderators lost #GOPDebate #Tcot #cÛ_","neutral"
"RT @JeetendrSehdev: Authenticity and transparency is a cost to entry today, especially among Millennials and teens. #GOPDebate @OrlandoDishÛ_","neutral"
"What scares me most about #GOPDebate : the people who break into storms of applause at misogyny &amp; crazy talk.","negative"
"Last night's @Politico focus group picked Mike Huckabee and Ted Cruz as the winners of the #GOPDebate.

https://t.co/tEIkAyJZT1","neutral"
"RT @lizadonnelly: I just published ÛÏFake fights, Fetuses and Funny HairÛ My #GOPDebate cartoon roundup. https://t.co/26v9hrAHK2","negative"
"RT @operationrescue: Proaborts are afraid of Fiorina because she is articulate and smart and pro-life. A woman like that threatens them. #GÛ_","negative"
"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 httÛ_","neutral"
"@xjeremymx @IvanTheK completely agree. The #GOPDebate feed on Facebook was a joke.","negative"
"Well played @DIRECTV wasn't sure where FauxNews was to watch the clown show last night #GOPDebate chuckled at V. http://t.co/K2uaFCce5w","neutral"
"RT @RadioFreeTom: Trump's answer on his businesses so far is the certifiable disaster of the night, right after his ""I buy influence"" commeÛ_","negative"
"@realDonaldTrump where are your manners? #GOPDebate","negative"
"Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c","neutral"
"RT @GetEQUAL: Who said it, #KKKorGOP? ÛÏWe need a hundred more like Jesse Helms in the U.S. Senate.Û #GOPdebate","neutral"
"Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate","neutral"
"RT @hemdash: if you were actually having a life last night, GOOD NEWS! we live blogged the whole #GOPDebate for you ÛÓ&gt; http://t.co/PR1BUdBHÛ_","neutral"
"RT @freedomtex: I would add Walker to the losers category because I can't remember anything he said. #GOPDebate https://t.co/RP0OeAc5WG","negative"
"RT @Tombx7M: The big winner from the #GOPdebate #wakeupAmerica http://t.co/5xgYM6ywvH","neutral"
"What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC","positive"
"@FoxNewsLive #GOPDebate Seriously?  Are you being tone deaf deliberately?  Are you not clueing in on the blow back @megynkelly &amp; I'm a fan!","negative"
"""@RubinReport: Finally got it. Trump looks like Boss Nass from #StarWars. #GOPDebate http://t.co/e8GzqNhK9r"" @rockstarfudge","negative"
"RT @ScottTrace: My only #GOPdebate comment: They're unanimous re: defunding women's health care, &amp;  killing Iran nuclear deal - prefer a miÛ_","negative"
"What should you do the day after last night's #GOPDebate? Google @CarlyFiorina","positive"
"Officials warn you could die playing the #GOPdebate Drinking Game...but if any of them are elected you'll die... http://t.co/VfO2Diau0y","neutral"
"RT @LilaGraceRose: ""Generations will look back at us and call us barbarians."" @marcorubio talking about America's killing of preborn childrÛ_","negative"
"@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube","negative"
"This: 
#GOPDebate http://t.co/x8V9vBUlc6","neutral"
"RT @Dagny_Galt: Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teapartÛ_","neutral"
"Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #GOPDebate","positive"
"How about next time, the big debate has 8 guaranteed slots with 2 wildcards based on the perf. at the small debate? #GOPDebate","neutral"
"RT @raddicool: the mock presidential election closing statements on @RuPaulsDragRace were 10000x better than these train wrecks #GOPDebate","negative"
"The photos of Rafael Cruz eating bacon off a semiautomatic is gayer than any same sex wedding. #gop #GOPDebate #tcot","negative"
"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate htÛ_","neutral"
"RT @Guzman: Top 3 #Republican priorities:
1:  Gays
2:  Whitehouse white again
3:  Jesus 

#GOPDebate","negative"
"RT @mynor: This is Men's Warehouse's biggest night. #GOPDebate #ClownCarDumpsterFire","positive"
"RT @lucyamorris: If GOP is so against all abortion (even in case of rape/incest) where is the support after the birth? Pro-birth =/= pro-liÛ_","negative"
"@thedailybeast: WATCH: Trump's disgusting ""drop to your knees"" comment (mentioned @ #GOPdebate  http://t.co/yyz21reoOD #trumpisapig #fb","negative"
"I honestly really want to hear what Ben Carson has to say #GOPDebate","neutral"
"Uhm #Fiorina has me questioning my sexuality. Only #GOPDebate candidate to mention cyber security with regard to China and Russia _Ù÷","negative"
"@washingtonpost @AaronBlakeWP What @megynkelly did to @realDonaldTrump was mean-spirited. Everyone should boycott her show! #GOPDebate","negative"
"Watching @ChrisChristie advocating for domestic spying via the NSA and abandoning the 4th amendment in the #GOPDebate. #seriously","negative"
"RT @JillStanek: ""IÛªm not sure thatÛªs a correct assessment of my record. I have never advocated that."" @marcorubio on rape/incest exception Û_","neutral"
"RT @RealBenCarson: Just wanted to say good luck to all the #GOPDebate candidates taking the stage shortly for the First Debate at 5:00PM.","positive"
"RT @PayAttnLibs: This #GOPDebate would be over by now if @megynkelly could just pull out a gun and shoot Trump. Clear it's what she wants","negative"
"I didn't watch the #GOPDebate I need some highlights of the dumb shit they said. Like #RonaldRaven lmao","neutral"
"RT @steviecoolest: #GOPDebate
Cands/Mods: Trump, you can't run independent! We'll lose!
Me: Your last pick said http://t.co/c2r0qZdexv was Û_","negative"
"RT @bkurbs: What are you saying? @realDonaldTrump #GOPDebate http://t.co/mSq6cN6B3s","neutral"
"RT @SoccerMum11: Is it me or was #GOPDebate asking more personal attack type questions to @realDonaldTrump? Not cool.","negative"
"RT @pittgriffin: Ben Carson says the most important thing is a brain. Half the GOP field disqualified. #GOPDebate","negative"
"The liberal media isn't reporting this debate in a neutral way; I see so much bias that is sadly transparent #GOPDebate","negative"
"RT @mydaughtersarmy: 4 different pictures. 4 different subjects. 
1 very obvious similarity. 

#GOPDebate 
http://t.co/N2yIXEoKoW","negative"
"RT @GrnEyedMandy: Gawd forbid any of the GOP candidates win in 2016. As a woman I fear for women if any of those men take power. #GOPDebate","negative"
"RT @Reince: Follow @GOP &amp; #GOPDebate to engage &amp; share your opinion on the #GOPDebate!  http://t.co/pN4D3ERnnm http://t.co/I0Igfv9nHj","neutral"
"RT @DanSpeaksTruth: I hoped that @FoxNews would have had a productive #GOPdebate to weed out candidates and not a blood bath for entertainmÛ_","negative"
"RT @DougStanhope: One hour 43 minutes of #GOPDebate without a drink. Is there a special AA chip for that?","negative"
"#GOPDebate @JohnKasich your country doesn't make your top 3? #unpatriotic","negative"
"#VelvetUnderground is Friday's soundtrack. Because #JonStewart is gone, and the #GOPDebate was ... well, it existed. #nostalgic and #sad.","negative"
"#FNC honored #MegynKelly w/ appointment to be unbiased moderator for #GOPDebate. BUT, she played her `Attack-Dog Interviewer` role instead.","negative"
"Did anybody see Trump's face when Rubio mentioned #ElChapo last night? The horror. #GOPDebate","negative"
"RT @shannonrwatts: The #NRA blacklists individuals and companies that buck their orthodoxy or offer any measures to reduce gun violence #GOÛ_","negative"
"Chris Christie seems pretty chill. #GOPDebate","positive"
"Who won #GOPDebate? The real question is who's #TheBiggestLoser. #CNN #FoxDebate #Hillary2016","negative"
"RT @BiasedGirl: ""Donald Trump is not a Conservative"" ~ @AndrewBreitbart   #GOPDebate #DumpTrump","negative"
"Û÷ONLY ROSIE': Donald Trump Takes a Dig at Rosie OÛªDonnell During #GOPDebateÛ_ the Crowd Roars..... http://t.co/39sqc4VTVc via @regisgiles","neutral"
"Something something #GOPDebate","neutral"
"Fox News keeps hammering, according to plan, how great Carly Fiorina was last nightÛÓbut I don't remember a word she said. #GOPDebate","negative"
"#Repost @thelmurrieta with repostapp.
ÄÈÄÈÄÈ
After last night's #GOPDebate. https://t.co/SOtTPh4UtY","neutral"
"RT @Ryan_N_Wiggins: Trump short: Casinos fail. I'm proud I ran a casino into the ground. Trust me to make equally smart decisions for the cÛ_","negative"
"RT @nannacassie: I'm actually disappointed w/#MegynKellys #GOPDebate performance.As a journalist &amp; attorney, I expected better.That bs woulÛ_","negative"
"If you close your eyes, Marco Rubio and Matt Damon are actually the same person @marcorubio #mattdamon #GOPDebate","negative"
"RT @JaysWorldLive: Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu","neutral"
"On substance, Rand Paul bested Christie Kreme. http://t.co/GCsszPjtHT #NSA #GOPDebate #StandwithRand","positive"
"@WomenRadio Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube","negative"
"#GOPDebate #JonVoyage - Thoughts on the events of last night on TV, including the Republican debate and Jon... http://t.co/pz4tiAOnBL","neutral"
"I'm going to have a stroke if I read, see or hear the word ""rhetoric"" one more time. Barf. #GOPDebate","negative"
"What a great #GOPDebate ! I think the Republican Party won the whole thing. They have some great candidates!","positive"
"@megynkelly #GOPDebate You should have been objective your bias got in the way I can only wonder who's agenda you were carrying out #MSM","negative"
"The big twist of the #GOPDebate is that @RandPaul swapped bodies with his teenage son after a Chinese earthquake yesterday morning.","neutral"
"RT @naheitzeg: Beware #scottwalker #Koch extremist. Scott Walker Gets Schooled by His Neighbor @GovMarkDayton http://t.co/frkBjl5k1h #GOPDeÛ_","negative"
"#BenedictCumberbatch showed #US   #Instagram #Luv #Lazers #StraightOutta #Brooklyn on fleek like the #GOPDebate http://t.co/eaDMd4rhMs","positive"
"Today's GOP is a crazy white dude in a darkened theater. They are out to destroy us.  #GOPDebate","negative"
"Oh yeah that's right Ben Carson is still here #GOPDebate","negative"
"RT @4BillLewis: .@Rosie O'Donnell Responds to @realDonaldTrump Mid-Debate Insult http://t.co/hvN3G3c9Kq http://t.co/jPpgQi9TBN #GOPDebate #Û_","neutral"
"via @PFTCommenter, my biggest laugh from #gopdebate: http://t.co/SZ8xU8ebk1 cc: @thevenaltimes","neutral"
"Well yeah...#GOPDebate @GOP @RealBenCarson @megynkelly #CarsonWins #BC2DC16 #ImWithBen #WinBenWin #InItToWinIt  https://t.co/YrhbygJeMv","positive"
"If @realDonaldTrump were the Titanic, the iceberg would sink. #GOPDebate","negative"
"Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*","neutral"
"RT @revsusanrussell: Favorite picture of #GOPDebate Night http://t.co/gGvr7FoB6w","negative"
"RT @rebleber: This was the only time climate change came up in either #GOPdebate. http://t.co/MzPVNRFmzL","neutral"
"#GOPDebate Each candidate claims they speak directly with God...","neutral"
"RT @maggieserota: ""Any word from God?"" is an actual question being posed to a group of grownups. #GOPDebate","neutral"
"Great article about the craziness that was last night's #GOPDebate  https://t.co/6rwQandCFu","positive"
"RT @TimFederle: Three questions I'd ask at the #GOPDebate:
1. Are you nice to waiters?
2. Do you have gay friends?
2a. Ok, name them
3. No Û_","negative"
"I don't like @megynkelly but I will defend her from any obnoxious buffoon calling her a bimbo and insulting women. #GOPDebate","positive"
"How do you earn a Jeb? http://t.co/JKGx2Ojrwi #GOPDebate","negative"
"@guypbenson No Guy. Trump shoots the messenger, as he did with Meagan Kelly last night. Must be a habitual response of his. #GOPDebate","negative"
"RT @FoxNews: .@RandPaul at the #GOPDebate: http://t.co/7L6XapqamU","neutral"
"RT @Shakestweetz: JEB BUSH, OBAMA DID NOT ABANDON IRAQ, BUT LEFT ON A TIMELINE ESTABLISHED BY YOUR BROTHER. JESUS CHRIST. #GOPDebate","negative"
"RT @PruneJuiceMedia: Fox to Trump: Your financial practices are a shitty mess. How will you differ as POTUS?

Trump: I wonÛªt. Other people Û_","neutral"
"RT @EricTTung: ""There was no winner in #GOPDebate, there was a clear loser, women and families."" @BarbaraBoxer","neutral"
"Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!","neutral"
"My first executive order? Defund planned parenthood! Because that's the most important issue. Wtf. #GOPDebate","negative"
"RT @rantoddj: Of course they ask Ben Carson the signature 'race relations' question. His response? #GOPDebate http://t.co/pQkLCTmqKQ","negative"
"RT @prophiphop: Last night was like oh #GOPDebate on let's see what these boys is takin abou....... WHAT #Compton IS STREAMMING?!","neutral"
"RT @JoeTalkShow: I'll bet you have some strong opinions on the most-watched debate in history.  So do I.. http://t.co/3KrWyxTqaJ 
#GOPDebate","neutral"
"RT @Jocklaflair: ""What about Black liv-...... Let's cut to commercial."" #GOPDebate","negative"
"now we'll move to talk about racial issues in ame..WAIT BREAKING NEWS SCARY RUSSIANS TELL US HOW YOU WOULD SCARE THE PEOPLE BEST #GOPDebate","negative"
"@HuntsmanAbby @PeteDominick #GOPDebate Mission Statement: Tell morepeople that U love them U neverknow how much they might need it -C Brogan","neutral"
"RT @AlexAllTimeLow: Facebook logo for president. #GOPDebate","neutral"
"RT @TheLadyValor: @GovMikeHuckabee I was the best of the best #NavySEAL .... I am twice the man that you could ever be!
#GOPDebate http://tÛ_","negative"
"RT @OnlyInBOS: My closing statement. #GOPDebate http://t.co/OiJj85PC35","negative"
"RT @FoxNews: .@JebBush: As governor of Florida, I defunded #PlannedParenthood. I created a culture of life in our state #GOPDebate http://tÛ_","positive"
"RT @MrGeorgeWallace: Ben Carson's a doctor. Maybe he can check the audience for a pulse. #GOPDebate","negative"
"RT @GrahamVyse: Writing for @InsideSourcesDC, @ErinMcPike argues last night was a good night for @marcorubio: http://t.co/8TE0NZqhRv #GOPDeÛ_","positive"
"RT @megynkelly: .@brithume: Best closing statement was @RealBenCarson #GOPDebate","positive"
"@sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate","neutral"
"Why the national debt is increasing instead of decreasing? @realDonaldTrump and I will solve this problem! #GOPDebate #Inconsistent","negative"
"RT @EyeOnPolitics: Megan Kelly's voicemail is going to be full of angry messages tomorrow. She's not making any friends on that stage tonigÛ_","negative"
"I who have carefully avoided the #GOPDebate have finally heard comments in the lunchroom at work. #sadFace","negative"
"RT @pppatticake: . @jojokejohn @milesjreed @MikeLoBurgio @Astorix23 ""@HaroldItz: #GOPDebate Jr: New Graham slogan: ""I Can't Wait to Kill YoÛ_","negative"
"Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religious nut #GOPDebate","negative"
"@steelhamster Here's a clip from #GOPDebate https://t.co/x2Vae3WR3M","negative"
"Yup. This happened....#GOP #GOPDebate #Republican #teaparty #Conservative http://t.co/lSgAIGj6kR","negative"
"RT @JohnGGalt: This is a manufactured hit job on Donald Trump, Fox News has no class and it's transparent and pathetic, makes me sick. #GOPÛ_","negative"
"This Trump vs. Fox News conflict is quite the conundrum. ItÛªs like the personification of Greed vs. Hate. Who do I root for!?! #GOPDebate","negative"
"RT @MattyIceAZ: This is the part of the debate when candidates pander to God for his endorsement. #GOPDebate","negative"
"Dems are terrified b/c they know a conservative will b next president &amp; they won't be able to dismember babies &amp; sell body parts. #GOPDebate","negative"
"Public policy and the #gopdebate or why #donaldtrump is winning. http://t.co/2Tv5M6onVo","positive"
"I'm still a little sick to my stomach from watching the GOP debate. Not enough booze in the world to handle that monstrosity. #GOPDebate","negative"
"RT @mVespa1: Donald Trump Refuses to Rule Out Third Party Run on GOP Debate Stage  http://t.co/i4YywfLSy2 #tcot #GOPdebate","neutral"
"RT @leiboaz: Each #GOPdebate should be staged with one chair too few. Loser left standing banished to the fighting pits of Mereen.","negative"
"This is that rare instance when I have to agree with @IAMMGraham. @realDonaldTrump's performance in the #GOPDebate will hurt him. @ghook","negative"
"RT @LgnCtn: .@instagram and @facebook need to free the @Dreamdefenders acct. #KKKorGOP is a legitimate convo highlighting real concerns. #GÛ_","negative"
"Yeah, how dare that birch stand up for women's issues?  So much respect for @megynkelly now. #GOPDebate  https://t.co/k7E0ttVsKO","negative"
"RT @runolgarun: I made a #GOPdebate bingo card if anyone wants to play me, I've already got four squares so u better watch out http://t.co/Û_","negative"
"RT @bensherwood: Across the TV news aisle, a salute to Chris Wallace, @BretBaier and @megynkelly @FoxNews for smart, sharp, unflinching queÛ_","positive"
"RT @rmuench22: This. Is. EVERYTHING. #GOPDebate #HillaryForPresident http://t.co/WrDBMfApbm","positive"
"I didn't watch the #GOPDebate last night. Is this accurate?

http://t.co/pY3rhCMCBH","negative"
"RT @sydneyvl24: Cautiously optimistic is how I feel the morning after. #GOPDebate","positive"
"RT @peddoc63: Go Carly_ÙÒ¢
Go Carly_ÙÒ¢
Go Carly_ÙÒ¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc","positive"
"RT @IanSams: On #VRA50, the Voting Rights Act wasn't mentioned in the #GOPDebate.

Sadly not shocking. That's why HRC took 'em on. http://tÛ_","negative"
"Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu","negative"
"Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMByHV","negative"
"RT @DNchef: @jjauthor @yewkalaylee @learjetter @megynkelly @realDonaldTrump ...whether you support him or not. it was shameful. #GOPDebate","negative"
"RT @richardroeper: Hillary Clinton right now. #GOPDebate http://t.co/RFqoPQbzGk","neutral"
"RT @MikeDrucker: ""If you elect me, I'll be the best comic book villain president you've ever seen!"" - Donald Trump #GOPDebate","negative"
"#GOPDebate
Cands/Mods: Trump, you can't run independent! We'll lose!
Me: Your last pick said http://t.co/c2r0qZdexv was a real live person.","negative"
"RT @polly: First #GOPDebate of 2016 race: 16% of U.S. homes with TVs watched
First GOP debate of 2012 race: 5% 
http://t.co/spqlTqG2Fw","neutral"
"RT @iRreverin: Thought I was watching a political function, but I feel like I've just been to church. And not in a good way. #GOPDebate #inÛ_","negative"
"RT @afroCHuBBZ: For more information visit http://t.co/8aUPR2VS6Z #KKKorGOP #GOPDebate  #GOP http://t.co/OpEDgSKHGp","negative"
"RT @MattyIceAZ: Rand Paul claims ""We didn't create ISIS.""
Jeb Bush interrupts, ""We didn't, but my brother did.""
#GOPDebate","negative"
"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs","positive"
"Who's the real illegal alien #GOPDebate - Farrakhan on #Election2016  Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube","negative"
"My only #GOPdebate comment: They're unanimous re: defunding women's health care, &amp;  killing Iran nuclear deal - prefer a military solution.","negative"
"RT @MakinH15TORY: Lol @ Trump #GOPDebate","negative"
"Up next we get #GOPDebate reaction from @dbongino. @WBALRadio and http://t.co/wTDQ8gmvEl","neutral"
"RT @EricTTung: ""I never heard the word income equality, climate change, voting rights."" via @BarbaraBoxer #GOPDebate","neutral"
"RT @shannonrwatts: 18 states have done what congress won't - closed background check loophole. We need the next President to ACT #GOPDebateÛ_","negative"
